section id,recording id,timestamp [ns]
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288407875000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288407925000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288407975000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408025000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408075000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408125000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408175000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408225000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408275000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408325000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408375000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408425000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408475000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408525000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408575000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408625000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408675000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408725000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408775000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408825000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408875000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408925000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288408975000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409025000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409075000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409125000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409175000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409225000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409275000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409325000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409375000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409425000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409475000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409525000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409575000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409625000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409675000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409725000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409775000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409825000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409875000000
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409898733333
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409930122222
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409960522222
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288409994077777
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288410032277777
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288410059711111
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288410095355555
5fbad214-3392-405c-9406-8e52f1ed12a0,cab42bef-1266-4f2d-9f01-16a087d0ae1a,1702288410131233333
