recording id,timestamp [ns],name,type
1377c24e-79c5-4c27-b583-bd3ea53948e3,1702037325168000000,recording.begin,recording
1377c24e-79c5-4c27-b583-bd3ea53948e3,1702037327464311000,task.begin,cloud
1377c24e-79c5-4c27-b583-bd3ea53948e3,1702037356663368000,task.end,cloud
1377c24e-79c5-4c27-b583-bd3ea53948e3,1702037359425000000,recording.end,recording
