section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,1,1702035584673556977,1702035584937482977,263
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,2,1702035585621544977,1702035585865498977,243
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,3,1702035587561522977,1702035587861495977,299
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,4,1702035590565565977,1702035590897512977,331
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,5,1702035592921509977,1702035593241505977,319
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,6,1702035594201504977,1702035594425548977,224
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,7,1702035596097525977,1702035596385517977,287
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,8,1702035598841512977,1702035599093591977,252
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,9,1702035600665499977,1702035600885514977,220
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,10,1702035601509529977,1702035601865530977,356
f4e27f12-76dd-4a1a-8465-14311e56174d,adf281ae-92c4-47bd-8511-625c2ef45a9c,11,1702035604849492977,1702035605109475977,259
