section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225335748995,6.890244,-23.780489,4.207317,-0.136292,-0.867249,-0.555542,6.949013332924807,89.61140050396784,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225340688995,7.012195,-23.658537,4.573171,-0.138245,-0.866272,-0.561218,6.89927685878385,89.22347571237594,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225345628995,6.95122,-23.597561,4.878049,-0.144043,-0.871765,-0.570618,6.85182133206979,88.83554742371541,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225350568995,6.341464,-23.414635,4.634146,-0.140076,-0.874451,-0.538025,6.80296310767946,88.44424686841313,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225355508995,6.768293,-23.414635,3.719512,-0.138977,-0.901672,-0.516113,6.7513539233795825,88.05468899577522,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225360448995,7.743903,-23.780489,2.134146,-0.155457,-0.879395,-0.491089,6.7065816580359865,87.67145832768051,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225365388995,9.512196,-24.45122,1.341463,-0.137024,-0.872375,-0.587646,6.649570748285839,87.29564209671963,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225370328995,7.865854,-24.329269,0.487805,-0.143127,-0.872864,-0.574646,6.595382041428138,86.91217188356427,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225375268995,6.280488,-23.658537,0.060976,-0.132996,-0.883484,-0.513489,6.5390415850808665,86.5202010659608,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225380208995,6.707317,-23.902439,1.646341,-0.128784,-0.868896,-0.493286,6.48080330741243,86.1302246648516,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225385148995,7.439024,-24.024391,2.073171,-0.131042,-0.851746,-0.502441,6.4239211955682265,85.74420898993787,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225390088995,7.256098,-24.146341,1.280488,-0.131958,-0.859619,-0.51825,6.365622674791922,85.35737501380748,,,,,
1e858279-1324-4339-8552-51c39831e2af,e870505e-3b0c-4a30-8931-6ccc3a586ca4,1702038225395028995,6.768293,-24.146341,0.060976,-0.138306,-0.874695,-0.539307,6.308223679151382,84.96853428401232,,,,,
