recording id,timestamp [ns],name,type
476801e6-64ec-4137-83c2-7f2728539532,1702038394083000000,recording.begin,recording
476801e6-64ec-4137-83c2-7f2728539532,1702038398814781000,task.begin,cloud
476801e6-64ec-4137-83c2-7f2728539532,1702038426762746000,task.end,cloud
476801e6-64ec-4137-83c2-7f2728539532,1702038427631000000,recording.end,recording
