section id,recording id,recording name,wearer id,wearer name,section start time [ns],section end time [ns],start event name,end event name,id ,condition ,episode
35156a0d-a63d-4692-9592-ac72444ce86a,9b39c7ba-68d9-4cda-a4b0-7f1c9d3e8e06,Study051,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,8,L1,3
0aeec839-8bc6-4731-82d4-e54f0a3430a8,564db537-9781-4e6e-b526-ff3507e1a6ab,Study050,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,8,H2,2
13dfe516-75dd-4f4a-9723-a4a58f985360,dee25439-b981-4b63-9edc-b54b3ec6ef72,Study044,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,7,L2,4
a6369704-8a70-4fcb-a3f5-89c04d1cc1ea,416155d9-4813-448b-bb84-7ed5f2ca1db0,Study052,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,8,L2,4
2b1ef4de-665a-4a98-91c4-be6bcbe47315,6540eb57-214b-448c-b412-763b0c13aa74,Study056,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,13,L1,1
8616610f-2319-4384-897f-3175cb2c544b,3a0ab4e5-8306-4f68-bfcd-5fa29e1198c7,Study055,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,13,L2,2
b64b6c78-af03-475c-b39a-fa62b2e0a62d,4b198ae3-1221-4a8b-a066-811e4bb62333,Study042,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,7,H2,2
6184b5a5-91f4-4a7b-9b78-dd673e07b867,f10c436a-228b-465f-8c3a-c5be3213245e,Study053,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,13,H2,4
deecc3dd-a5aa-4b2d-bfb4-cd1e28f34652,626d1dbc-2d1d-46f8-8fcd-de914a5cc5c8,Study054,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,13,H1,3
09d5f647-a622-4508-bbe3-34a1c783406a,4f9b3a9d-4089-49e3-bffb-3f0905feb368,Study059,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,12,H1,3
0e92be28-648e-4ae5-8f31-3758f0666025,b9ac88fd-30c4-4e75-ae19-0edf21696125,Study062,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,11,H2,2
a39c79b6-7fad-4d75-97f1-c49772d60eba,f31aeff5-ed0a-4227-9eff-4ab60b423c4a,Study061,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,11,H1,1
426db22d-9062-4fe0-a502-4fe3398d1790,094ca192-7776-426a-91c7-0f81c145b1ae,Study063,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,11,L1,3
e9bc16b5-3f99-4561-b289-82524741a47e,6ee9927e-14d7-49fd-a035-c67521ebd17d,Study057,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,12,L1,1
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,Study058,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,12,L2,2
45894817-a43f-4a62-abf1-14cb0ce37608,87b89f9f-dafa-4cee-b90c-d9fae7ef6cc4,Study060,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.70E+18,1.70E+18,recording.begin,recording.end,12,H2,4
258c2484-30a1-4ad9-a308-690055867261,1fea9744-3b46-45ca-90b4-84a38ef39776,Study064,f72e9cf0-0224-4d91-aa90-7b913ec903bb,Glasses study ,1.7023E+18,1.7023E+18,recording.begin,recording.end,11,L2,4
