recording id,timestamp [ns],name,type
c3566b04-6932-43b5-b7bd-a2ade9583445,1702034265105000000,recording.begin,recording
c3566b04-6932-43b5-b7bd-a2ade9583445,1702034267807858000,task.begin,cloud
c3566b04-6932-43b5-b7bd-a2ade9583445,1702034294592015000,task.end,cloud
c3566b04-6932-43b5-b7bd-a2ade9583445,1702034298209000000,recording.end,recording
