section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
1ad80807-188c-46c2-ad3f-fd52c3af279f,78f363ee-1072-4dcd-baa2-08254646ea87,1,1702028000009817135,1702028000405801135,395
1ad80807-188c-46c2-ad3f-fd52c3af279f,78f363ee-1072-4dcd-baa2-08254646ea87,2,1702028004293851135,1702028004717863135,424
1ad80807-188c-46c2-ad3f-fd52c3af279f,78f363ee-1072-4dcd-baa2-08254646ea87,3,1702028005833814135,1702028006093849135,260
1ad80807-188c-46c2-ad3f-fd52c3af279f,78f363ee-1072-4dcd-baa2-08254646ea87,4,1702028007845808135,1702028008213829135,368
1ad80807-188c-46c2-ad3f-fd52c3af279f,78f363ee-1072-4dcd-baa2-08254646ea87,5,1702028014065821135,1702028014321786135,255
1ad80807-188c-46c2-ad3f-fd52c3af279f,78f363ee-1072-4dcd-baa2-08254646ea87,6,1702028018425792135,1702028018709877135,284
1ad80807-188c-46c2-ad3f-fd52c3af279f,78f363ee-1072-4dcd-baa2-08254646ea87,7,1702028025249814135,1702028025601992135,352
1ad80807-188c-46c2-ad3f-fd52c3af279f,78f363ee-1072-4dcd-baa2-08254646ea87,8,1702028028769879135,1702028029177771135,407
