section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105697715570,603.371,772.206,1.0,1,,4.542396998379084,-17.408049783369876
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105701697570,609.68,773.53,1.0,1,,5.03271993826926,-17.503611362748618
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105705730570,601.588,768.255,1.0,1,,4.399566999940192,-17.112363025357986
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105713697570,605.099,764.66,1.0,1,,4.666430822566052,-16.84040988332027
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105717685570,606.869,772.485,1.0,1,,4.813563815381143,-17.426957817658117
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105721727570,606.863,771.674,1.0,1,,4.8120047778863535,-17.36601604325114
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105725723570,601.347,765.102,1.0,1,,4.377082524029547,-16.875718889400027
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105733685570,598.378,777.088,1.0,1,,4.161672364841177,-17.777604873178838
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105737716570,602.688,775.113,1.0,1,,4.4932731930648,-17.62685243028347
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105741626570,602.936,775.16,1.0,1,,4.512536518114968,-17.630187191328886
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105745725570,603.715,770.982,1.0,1,,4.567440173633274,-17.315956925332838
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105753711570,599.993,766.307,1.0,1,,4.273939575763859,-16.966959226240004
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105757706570,597.542,764.237,1.0,1,,4.08215208221553,-16.812804778268756
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105761701570,601.073,761.094,1.0,1,,4.351222497540575,-16.57486460564623
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105765723570,603.905,759.739,1.0,1,,4.568119709017926,-16.47158209101454
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105773693570,600.636,765.254,1.0,1,,4.322349148936508,-16.887566146156576
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105777752570,594.724,767.095,1.0,1,,3.8675287835710415,-17.028868920566488
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105781730570,597.566,760.941,1.0,1,,4.080427700889583,-16.56522421145196
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105785715570,602.097,761.611,1.0,1,,4.430877746292423,-16.613170558234966
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105793722570,596.172,768.476,1.0,1,,3.98098048252297,-17.13187616837843
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105798925570,603.335,763.689,1.0,1,,4.528993431374788,-16.768513083453655
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105801746570,600.208,763.523,1.0,1,,4.287238578758317,-16.757791906942312
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105805729570,600.134,763.365,1.0,1,,4.2813901817708,-16.745973436698204
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105813714570,608.144,761.173,1.0,1,,4.8970461790294655,-16.57681439716231
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105817741570,603.872,753.971,1.0,1,,4.5586985699820906,-16.038615281133964
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105821721570,612.796,759.754,1.0,1,,5.254133758111198,-16.467418093978864
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105825721570,613.132,761.877,1.0,1,,5.28302058458339,-16.626549323571137
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105833729570,608.816,756.229,1.0,1,,4.942489241116494,-16.205258641905232
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105837735570,614.222,750.099,1.0,1,,5.350749951975659,-15.741872581935999
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105841700570,608.24,754.175,1.0,1,,4.895479051783386,-16.05142725259874
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105845702570,609.318,747.417,1.0,1,,4.9700386693488845,-15.54359849538455
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105853697570,627.476,762.906,1.0,1,,6.392026750687956,-16.69338234654818
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105857649570,629.02,758.295,1.0,1,,6.503225295340272,-16.34630922402341
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105861710570,627.189,757.898,1.0,1,,6.361388396928445,-16.317957817317446
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105865797570,623.987,756.452,1.0,1,,6.112164409792496,-16.211873489176064
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105873690570,621.945,755.172,1.0,1,,5.952792427111506,-16.117369218328584
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105877708570,631.528,756.643,1.0,1,,6.693721529027853,-16.220416483243746
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105881710570,626.29,752.386,1.0,1,,6.28305615527912,-15.90516617236156
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105885732570,629.079,747.125,1.0,1,,6.4891919216700895,-15.508550635090774
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105893552570,624.452,744.077,1.0,1,,6.128784956757311,-15.283318010836894
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105897730570,626.177,743.312,1.0,1,,6.260221158204659,-15.22477060808917
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105901711570,631.344,741.98,1.0,1,,6.654997422304757,-15.121058780896336
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105905726570,627.752,741.196,1.0,1,,6.377894891902954,-15.064928258522787
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105913637570,630.617,741.676,1.0,1,,6.598653277800054,-15.098860058729258
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105917722570,629.639,730.649,1.0,1,,6.5067537438251914,-14.272825387895821
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105921735570,633.802,743.647,1.0,1,,6.8465695105515705,-15.24420434398003
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105925716570,632.449,746.406,1.0,1,,6.747132641773973,-15.452116513317355
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105933717570,638.431,748.587,1.0,1,,7.210969757850368,-15.610741785080853
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105937699570,624.767,734.599,1.0,1,,6.139174488546217,-14.572356492513574
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105941695570,631.059,731.399,1.0,1,,6.616675368799415,-14.328057956234339
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105945580570,630.101,735.121,1.0,1,,6.548885641218748,-14.607760842381209
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105953690570,628.751,729.959,1.0,1,,6.437758625286016,-14.221722411787454
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105957693570,620.855,730.715,1.0,1,,5.8339984462811465,-14.283556265869759
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105961703570,630.791,731.595,1.0,1,,6.596406321681081,-14.342989316782608
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105965828570,636.376,716.19,1.0,1,,7.000717536474191,-13.184481744084092
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105973680570,633.47,707.206,1.0,1,,6.766554436501677,-12.51320302550271
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105977720570,626.002,709.745,1.0,1,,6.200437832740034,-12.708110873305374
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105981723570,622.113,702.922,1.0,1,,5.896059223104134,-12.19883179983322
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105985644570,622.98,709.673,1.0,1,,5.969959043547087,-12.704472763107225
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105993710570,612.956,702.247,1.0,1,,5.197995236534003,-12.152854774142106
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294105997725570,619.328,701.184,1.0,1,,5.682078724214986,-12.06998354458649
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106001908570,632.716,712.145,1.0,1,,6.715718534873096,-12.88382964254759
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106005926570,615.288,703.126,1.0,1,,5.376496925186827,-12.217645958858096
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106013804570,616.1,703.877,1.0,1,,5.439091324584229,-12.273574446436113
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106017828570,619.001,698.887,1.0,1,,5.654729441384429,-11.897859438225467
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106021815570,617.047,702.176,1.0,1,,5.509450890103941,-12.145521344475668
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106025860570,607.778,693.418,1.0,1,,4.795873110809608,-11.492869351334814
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106033857570,609.378,692.184,1.0,1,,4.916410484729894,-11.399651192912675
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106037826570,611.155,693.44,1.0,1,,5.0526430082460685,-11.493110346815868
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106041895570,613.196,697.23,1.0,1,,5.2113979853588255,-11.77646121056419
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106045840570,617.726,693.875,1.0,1,,5.55255838647108,-11.5227376922925
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106053700570,621.087,701.527,1.0,1,,5.816347680050239,-12.094729464028472
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106057736570,621.17,700.839,1.0,1,,5.82188579180581,-12.043149652550165
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106061711570,616.208,696.232,1.0,1,,5.439540181766695,-11.700174778917662
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106065751570,622.953,693.228,1.0,1,,5.949242588912387,-11.47162373377827
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106073766570,625.01,692.13,1.0,1,,6.104415510604573,-11.388216421554608
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106077941570,619.649,694.075,1.0,1,,5.699012943411194,-11.536782168361
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106081827570,618.735,693.699,1.0,1,,5.629144374138411,-11.509031807636743
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106085578570,620.064,683.094,1.0,1,,5.719597856441989,-10.71326269419951
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106093606570,620.992,679.764,1.0,1,,5.786861358706762,-10.463217805424554
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106097735570,626.534,682.369,1.0,1,,6.209833533574087,-10.655851176150064
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106101729570,629.239,682.017,1.0,1,,6.414722772146851,-10.62807750011382
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106105675570,625.27,683.43,1.0,1,,6.114999285966849,-10.736012524621108
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106113650570,621.319,674.245,1.0,1,,5.806485447583941,-10.04931472496039
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106117721570,620.585,675.997,1.0,1,,5.752503672140422,-10.180995312539286
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106121726570,616.939,673.605,1.0,1,,5.474049409433487,-10.003253800049741
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106125745570,619.038,664.605,1.0,1,,5.625466168857471,-9.327620279672084
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106133756570,613.966,667.192,1.0,1,,5.243739279499581,-9.52351768908803
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106137732570,613.565,665.357,1.0,1,,5.211963177012112,-9.386118655145394
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106141733570,613.75,664.09,1.0,1,,5.224961034052562,-9.291024175960725
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106145590570,615.212,667.444,1.0,1,,5.33820172150015,-9.541940852609326
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106153711570,621.429,665.42,1.0,1,,5.8071348563454155,-9.387724471190992
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106157765570,620.271,664.092,1.0,1,,5.718405989629402,-9.288712716070632
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106161719570,618.63,664.147,1.0,1,,5.594273544062741,-9.293453585788743
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106165581570,615.917,664.435,1.0,1,,5.389181518492931,-9.316074909610654
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106173741570,614.847,666.3,1.0,1,,5.309709002438806,-9.456330206474373
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106177682570,610.443,665.436,1.0,1,,4.975720206503383,-9.39317693175711
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106181851570,612.819,671.685,1.0,1,,5.160383041011062,-9.86089579069915
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106185599570,607.579,669.683,1.0,1,,4.761986331514875,-9.71266672307173
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106193827570,607.505,668.94,1.0,1,,4.755867057605229,-9.656970302514987
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106197741570,614.91,666.6,1.0,1,,5.314733985115174,-9.478817836711166
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106201876570,606.631,663.939,1.0,1,,4.686278880494724,-9.282153712539383
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106205833570,605.328,663.947,1.0,1,,4.587691640991153,-9.283194577138762
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106213728570,602.933,672.154,1.0,1,,4.411869420288944,-9.899620400231198
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106217725570,604.862,674.099,1.0,1,,4.559368365562374,-10.044831601237368
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106221715570,604.495,675.33,1.0,1,,4.5324576367823575,-10.13730081583219
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106225591570,601.338,677.007,1.0,1,,4.294331078011374,-10.264232494623924
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106233758570,599.049,674.089,1.0,1,,4.11886647504021,-10.046011093643928
be16a4c0-b9e1-41c4-8f99-fcefe262829f,dcdbf4a8-adb3-4ec8-90d6-f5f15666582c,1702294106237737570,604.162,672.618,1.0,1,,4.50531071648745,-9.93397099292419
