section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
09534a30-9b68-47e8-bd9d-de5b3a29a0d8,478fa039-a537-4e45-8534-edce754f0962,1,1702039888473958631,1702039888813941631,339
